"id_destination","name","country","price","about_short","about_long","img_1","img_2","img_3","img_4"
"2","Bali","Indonesia","999","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidas","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidas","destination_2.jpg","bali_1.jpg","bali_2.jpg","bali_3.jpg"
"3","San Francisco","USA","599","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidas","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidas","destination_3.jpg","sanfrancisco_1.jpg","sanfrancisco_2.jpg","sanfrancisco_3.jpg"
"4","Paris","France","799","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidas","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidas","destination_4.jpg","paris_1.jpg","paris_2.jpg","paris_3.jpg"
"5","Istanbul","Turkey","299","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidas","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidas","destination_7.jpg","istanbul_1.jpg","istanbul_2.jpg","istanbul_3.jpg"
"6","Mykonos","Greece","899","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidas","Bali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidasBali dsajdisaidas jidasidjiasjidas jidasjidajsidas","destination_6.jpg","mykonos_1.jpg","mykonos_2.jpg","mykonos_3.jpg"
"7","Lloret de Mar","Spain","679","Lloret de Mar, a town on the Costa Brava in Spain's Catalonia region, is known for its Mediterranean beaches.","Lloret de Mar, a town on the Costa Brava in Spain's Catalonia region, is known for its Mediterranean beaches. The medieval hilltop Castle of Sant Joan, to the east, offers views over the area, while the central Iglesia de Sant Romà church provides examples of both Catalan Gothic and modernist architecture. On a cliff overlooking the sea, the Santa Clotilde Gardens were built in the style of the Italian Renaissance.","destination_1.jpg","lloretdemar_1.jpg","lloretdemar_2.jpg","lloretdemar_3.jpg"
"8","Phi Phi Island","Thailand","1099","The Phi Phi Islands are an island group in Thailand.","The Phi Phi Islands are an island group in Thailand, between the large island of Phuket and the Straits of Malacca coast of Thailand. The islands are administratively part of Krabi Province. ","destination_9.jpg","phiphiisland_1.jpg","phiphiisland_2.jpg","phiphiisland_3.jpg"
"9","Phuket","Thailand","989","Thailand is a Southeast Asian country. It's known for tropical beaches.","Thailand is a Southeast Asian country. It's known for tropical beaches, opulent royal palaces, ancient ruins and ornate temples displaying figures of Buddha. In Bangkok, the capital, an ultramodern cityscape rises next to quiet canalside communities and the iconic temples of Wat Arun, Wat Pho and the Emerald Buddha Temple (Wat Phra Kaew). Nearby beach resorts include bustling Pattaya and fashionable Hua Hin.","destination_5.jpg","thailand_1.jpg","thailand_2.jpg","thailand_3.jpg"
"10","Jakarta","Indonesia","1499","Indonesia, officially the Republic of Indonesia, is a country in Southeast Asia and Oceania","Indonesia, officially the Republic of Indonesia, is a country in Southeast Asia and Oceania, between the Indian and Pacific oceans. It consists of more than seventeen thousand islands, including Sumatra, Java, Borneo, Sulawesi, and New Guinea.","destination_2.jpg","indonesia_1.jpg","indonesia_2.jpg","indonesia_3.jpg"
"11","Amsterdam","Netherlands","205","asddsadasdasdasdsas","asddsadasdasdasdsasasddsadasdasdasdsasasddsadasdasdasdsasasddsadasdasdasdsasasddsadasdasdasdsasasddsadasdasdasdsasasddsadasdasdasdsas","destination_11.jpg","amsterdam_1.jpg","amsterdam_2.jpeg","amsterdam_3.jpg"
"12","Thassos","Greece","549","Thasos or Thassos is a Greek island.","Thasos or Thassos is a Greek island, geographically part of the North Aegean Sea, but administratively part of the Kavala regional unit, Macedonia. It is the northernmost major Greek island, and 12th largest by area.","thassos_1.jpg","thassos_1.jpg","thassos_2.jpg","thassos_3.jpg"
"13","Nice","France","799","Nice, capital of the Alpes-Maritimes department on the French Riviera","Nice, capital of the Alpes-Maritimes department on the French Riviera, sits on the pebbly shores of the Baie des Anges. Founded by the Greeks and later a retreat for 19th-century European elite, the city has also long attracted artists. Former resident Henri Matisse is honored with a career-spanning collection of paintings at Musée Matisse. Musée Marc Chagall features some of its namesake's major religious works.","nice_1.jpg","nice_1.jpg","nice_2.jpg","nice_3.jpg"
"14","Moscow","Russia","699","Moscow, on the Moskva River in western Russia.","Moscow, on the Moskva River in western Russia, is the nation’s cosmopolitan capital. In its historic core is the Kremlin, a complex that’s home to the president and tsarist treasures in the Armoury. Outside its walls is Red Square, Russia's symbolic center. It's home to Lenin’s Mausoleum, the State Historical Museum's comprehensive collection and St. Basil’s Cathedral, known for its colorful, onion-shaped domes.","moscow_3.jpeg","moscow_3.jpeg","moscow_2.jpg","moscow_1.jpg"
"15","Krakow","Poland","299","Kraków, a southern Poland city near the border of the Czech Republic","Kraków, a southern Poland city near the border of the Czech Republic, is known for its well-preserved medieval core and Jewish quarter. Its old town – ringed by Planty Park and remnants of the city’s medieval walls – is centered on the stately, expansive Rynek Glówny (market square). This plaza is the site of the Cloth Hall, a Renaissance-era trading outpost, and St. Mary’s Basilica, a 14th-century Gothic church.","krakow_3.jpeg","krakow_2.jpg","krakow_1.jpeg","krakow_3.jpeg"
"16","Warsaw","Poland","349","Warsaw is the capital and largest city of Poland","Warsaw is the capital and largest city of Poland. The metropolis stands on the Vistula River in east-central Poland and its population is officially estimated at 1.8 million residents within a greater ","warsaw_2.jpeg","warsaw_1.jpg","warsaw_2.jpeg","warsaw_3.jpg"
"17","Saint Petersburg","Russia","899","St. Petersburg is a Russian port city on the Baltic Sea.","St. Petersburg is a Russian port city on the Baltic Sea. It was the imperial capital for 2 centuries, having been founded in 1703 by Peter the Great, subject of the city's iconic “Bronze Horseman” statue. It remains Russia's cultural center, with venues such as the Mariinsky Theatre hosting opera and ballet, and the State Russian Museum showcasing Russian art, from Orthodox icon paintings to Kandinsky works.","st_petersburg1.jpg","st_petersburg1.jpg","st_petersburg2.jpg","st_petersburg_4.jpeg"
"18","Budapest","Hungary","199","Budapest, Hungary’s capital, is bisected by the River Danube","Budapest, Hungary’s capital, is bisected by the River Danube. Its 19th-century Chain Bridge connects the hilly Buda district with flat Pest. A funicular runs up Castle Hill to Buda’s Old Town, where the Budapest History Museum traces city life from Roman times onward. Trinity Square is home to 13th-century Matthias Church and the turrets of the Fishermen’s Bastion, which offer sweeping views.","budapest_3.jpg","budapest_2.jpg","budapest_3.jpg","budapest1.jpg"
"19","New York","USA","1699","New York City comprises 5 boroughs sitting where the Hudson River","New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean. At its core is Manhattan, a densely populated borough that’s among the world’s major commercial, financial and cultural centers. Its iconic sites include skyscrapers such as the Empire State Building and sprawling Central Park. Broadway theater is staged in neon-lit Times Square.","newyork1.jpg","newyork1.jpg","newyork2.jpeg","newyork3.jpeg"
"20","Parga","Greece","399","Parga is a town and municipality located in the northwestern part of the regional unit of Preveza","Parga is a town and municipality located in the northwestern part of the regional unit of Preveza in Epirus, northwestern Greece. The seat of the municipality is the village Kanallaki. Parga lies on the Ionian coast between the cities of Preveza and Igoumenitsa. It is a resort town known for its natural environment.","parga1.jpg","parga1.jpg","parga2.jpg","parga3.jpg"
"21","Santorini","Greece","649","Santorini is one of the Cyclades islands in the Aegean Sea.","Santorini is one of the Cyclades islands in the Aegean Sea. It was devastated by a volcanic eruption in the 16th century BC, forever shaping its rugged landscape. The whitewashed, cubiform houses of its 2 principal towns, Fira and Oia, cling to cliffs above an underwater caldera (crater). They overlook the sea, small islands to the west and beaches made up of black, red and white lava pebbles.","santorini1.jpg","santorini1.jpg","santorini2.jpg","santorini3.jpeg"
"22","Vladivostok","Russia","899","Vladivostok is a major Pacific port city in Russia overlooking Golden Horn Bay","Vladivostok is a major Pacific port city in Russia overlooking Golden Horn Bay, near the borders with China and North Korea. It's known as a terminus of the Trans-Siberian Railway, which links the city to Moscow in a 7-day journey. In the city center is Central Square, where a towering memorial pays tribute to local soldiers who fought Japanese forces in the early 20th century.","vladivostok2.jpg","vladivostok2.jpg","vladivostok3.jpg","vladivostok1.jpg"
"23","Bangkok","Thailand","1499","Bangkok, Thailand’s capital, is a large city known for ornate shrines and vibrant street life","Bangkok, Thailand’s capital, is a large city known for ornate shrines and vibrant street life. The boat-filled Chao Phraya River feeds its network of canals, flowing past the Rattanakosin royal district, home to opulent Grand Palace and its sacred Wat Phra Kaew Temple. Nearby is Wat Pho Temple with an enormous reclining Buddha and, on the opposite shore, Wat Arun Temple with its steep steps and Khmer-style spire.","bangkok1.jpg","bangkok1.jpg","bangkok3.jpg","bangkok2.jpg"
"24","Bordeaux","France","799","Bordeaux, hub of the famed wine-growing region, is a port city on the Garonne","Bordeaux, hub of the famed wine-growing region, is a port city on the Garonne River in southwestern France. It’s known for its Gothic Cathédrale Saint-André, 18th- to 19th-century mansions and notable art museums such as the Musée des Beaux-Arts de Bordeaux. Public gardens line the curving river quays. The grand Place de la Bourse, centered on the Three Graces fountain, overlooks the Miroir d’Eau reflecting pool","bordo1.jpg","bordo2.jpg","bordo1.jpg","bordo3.jpg"
"25","Cappadocia","Turkey","1999","Cappadocia, a semi-arid region in central Turkey, is known for its distinctive “fairy chimneys,”","Cappadocia, a semi-arid region in central Turkey, is known for its distinctive “fairy chimneys,” tall, cone-shaped rock formations clustered in Monks Valley, Göreme and elsewhere. Other notables sites include Bronze Age homes carved into valley walls by troglodytes (cave dwellers) and later used as refuges by early Christians. The 100m-deep Ihlara Canyon houses numerous rock-face churches","cappadocia1.jpg","cappadocia1.jpg","cappadocia2.jpg","cappadocia3.jpg"
"reservation_id","destination_id","user_id","num_of_persons","total","date_created"
"13","3","4","1","599","2020/11/24"
"14","3","4","1","599","2020/11/24"
"15","3","4","1","599","2020/11/24"
"16","3","4","1","599","2020/11/24"
"17","3","4","1","599","2020/11/24"
"18","4","4","1","799","2020/11/24"
"19","7","4","3","1833.3","2020/11/24"
"20","26","7","4","2516.4","2020/11/25"
"21","8","26","4","2506","2018-05-14"
"22","15","429","2","1795","2017-10-11"
"23","15","226","3","3361","2016-06-06"
"24","12","345","4","2127","2020-08-02"
"25","2","430","3","2277","2021-03-11"
"26","20","196","3","1997","2016-05-24"
"27","15","92","2","1270","2020-03-12"
"28","20","272","2","1732","2020-05-27"
"29","16","23","2","3328","2018-08-02"
"30","20","452","4","3573","2019-07-07"
"31","6","302","4","1736","2018-02-27"
"32","22","346","3","1833","2018-06-26"
"33","4","451","4","1054","2016-12-13"
"34","9","455","5","669","2018-04-23"
"35","12","87","4","2295","2016-09-18"
"36","3","360","6","1356","2017-04-01"
"37","21","38","3","3480","2019-12-26"
"38","3","251","3","2426","2017-04-20"
"39","24","195","4","1020","2017-10-07"
"40","4","105","1","2696","2016-09-19"
"41","13","145","1","663","2016-10-13"
"42","12","200","6","648","2017-04-22"
"43","7","249","6","3197","2018-06-17"
"44","17","121","6","3548","2016-11-23"
"45","14","205","3","2263","2016-09-23"
"46","16","439","6","2993","2019-12-18"
"47","2","329","4","2481","2017-02-20"
"48","5","448","1","3388","2018-08-20"
"49","9","18","6","3315","2021-10-28"
"50","20","401","3","3581","2019-04-04"
"51","10","25","6","2433","2018-06-28"
"52","10","250","2","2037","2016-04-01"
"53","18","335","6","3139","2020-08-01"
"54","14","306","2","2746","2017-03-11"
"55","15","168","4","2034","2021-09-24"
"56","5","212","1","2847","2020-06-07"
"57","17","499","1","2193","2017-10-02"
"58","4","401","4","644","2019-09-01"
"59","11","194","2","2175","2015-12-24"
"60","23","310","5","1906","2021-02-25"
"61","18","71","5","1251","2018-09-16"
"62","12","496","1","3570","2017-06-03"
"63","6","247","6","2019","2016-04-06"
"64","25","137","4","1925","2019-05-11"
"65","17","37","1","3210","2020-10-09"
"66","9","374","2","2000","2021-07-04"
"67","8","228","5","2679","2016-07-24"
"68","8","65","5","3487","2018-07-15"
"69","24","290","1","1061","2017-02-18"
"70","20","153","1","3149","2021-02-22"
"71","24","323","3","3069","2021-03-24"
"72","16","367","1","2137","2021-02-06"
"73","12","30","2","3195","2017-01-14"
"74","10","344","6","568","2018-07-23"
"75","12","432","5","1187","2020-07-14"
"76","11","62","1","3114","2018-06-24"
"77","21","127","5","1478","2021-07-09"
"78","11","183","4","2651","2018-10-23"
"79","24","15","1","3575","2018-08-09"
"80","22","472","4","2192","2020-07-28"
"81","18","250","6","2035","2017-10-08"
"82","24","216","4","828","2019-10-18"
"83","19","239","5","3552","2019-12-02"
"84","12","53","4","2936","2019-04-19"
"85","16","317","2","2165","2017-02-01"
"86","23","177","4","3591","2019-10-20"
"87","4","466","5","3227","2016-02-03"
"88","8","172","2","2165","2017-09-11"
"89","7","444","4","2522","2016-07-04"
"90","4","100","1","2010","2017-05-29"
"91","5","387","5","2911","2015-12-18"
"92","10","443","5","1225","2019-06-01"
"93","4","368","4","3158","2019-08-30"
"94","25","302","4","1066","2021-05-17"
"95","11","494","5","2145","2018-05-23"
"96","7","468","1","750","2020-09-02"
"97","2","365","6","2257","2015-12-20"
"98","24","61","6","2194","2018-06-29"
"99","16","454","4","3180","2018-01-30"
"100","20","115","1","2583","2019-05-14"
"101","9","326","4","1241","2016-03-21"
"102","21","390","5","3247","2018-05-01"
"103","5","344","3","1747","2018-05-28"
"104","2","291","5","2121","2016-11-09"
"105","21","294","6","3587","2019-05-02"
"106","10","62","5","2295","2019-04-09"
"107","2","371","1","1305","2020-04-16"
"108","9","230","6","3509","2021-07-04"
"109","13","215","5","2463","2017-04-09"
"110","3","401","3","929","2018-04-13"
"111","12","14","3","2069","2016-04-28"
"112","14","68","6","447","2021-06-25"
"113","4","219","6","2076","2019-06-15"
"114","13","420","6","2246","2017-02-13"
"115","4","382","5","1712","2020-06-19"
"116","8","183","1","3366","2015-11-11"
"117","13","123","2","2040","2020-05-25"
"118","2","369","4","1886","2015-12-28"
"119","21","427","2","2714","2016-06-20"
"120","3","355","2","1881","2016-12-21"
"121","2","393","3","2608","2018-01-22"
"122","4","330","5","3332","2020-11-05"
"123","8","22","4","1668","2021-11-21"
"124","19","490","3","1964","2017-02-05"
"125","7","151","2","826","2018-08-07"
"126","12","303","2","1702","2019-08-22"
"127","10","64","3","1331","2016-10-16"
"128","5","338","1","1462","2017-10-22"
"129","7","492","6","3360","2017-10-11"
"130","13","31","2","1053","2020-10-04"
"131","16","47","3","3227","2016-08-22"
"132","7","68","4","2647","2020-03-21"
"133","15","347","3","1209","2019-12-29"
"134","3","421","2","2248","2021-08-15"
"135","18","101","2","1676","2019-04-03"
"136","8","27","4","2464","2015-11-16"
"137","20","461","1","3572","2020-07-20"
"138","15","98","5","2609","2020-01-26"
"139","20","197","1","841","2018-08-15"
"140","14","170","4","670","2021-06-19"
"141","14","170","4","1291","2016-11-05"
"142","10","143","6","1676","2016-12-26"
"143","9","320","5","632","2019-10-02"
"144","21","328","6","2487","2020-08-27"
"145","18","111","4","3526","2016-07-14"
"146","10","197","6","1969","2020-12-13"
"147","5","222","6","3317","2019-03-21"
"148","24","149","5","611","2015-12-12"
"149","15","372","4","1615","2021-03-31"
"150","11","423","6","2152","2020-01-21"
"151","14","160","6","1356","2017-10-03"
"152","13","41","6","2966","2020-05-03"
"153","22","168","1","857","2017-08-21"
"154","8","388","5","2164","2021-11-25"
"155","14","187","6","485","2021-09-09"
"156","22","157","2","2132","2016-12-19"
"157","16","459","3","1866","2018-03-02"
"158","13","163","6","2887","2017-08-01"
"159","8","51","4","1478","2017-06-30"
"160","13","275","1","2473","2019-04-25"
"161","19","232","6","2850","2020-06-15"
"162","5","231","4","2201","2017-07-22"
"163","4","422","6","1268","2020-03-12"
"164","17","321","5","1195","2016-12-11"
"165","11","416","1","1239","2017-07-11"
"166","16","137","6","905","2017-10-12"
"167","6","307","2","2897","2021-08-02"
"168","17","140","6","2579","2018-10-09"
"169","7","225","3","1488","2021-11-25"
"170","6","322","2","2212","2020-03-11"
"171","20","18","1","2413","2018-10-20"
"172","10","30","5","3084","2020-07-09"
"173","20","62","2","1926","2019-11-03"
"174","2","150","4","3225","2021-11-10"
"175","19","231","4","1613","2019-01-14"
"176","21","237","4","3116","2018-09-22"
"177","22","429","4","3250","2017-08-04"
"178","5","317","3","2743","2019-07-21"
"179","7","131","1","2254","2017-06-05"
"180","20","442","5","3510","2018-07-15"
"181","18","173","5","3142","2017-02-22"
"182","23","427","3","1720","2016-08-23"
"183","9","400","6","299","2021-06-11"
"184","11","108","5","2822","2020-02-02"
"185","15","390","3","3491","2018-12-07"
"186","6","113","1","899","2019-08-14"
"187","20","468","2","1906","2018-05-30"
"188","8","40","2","1798","2021-08-12"
"189","6","54","1","3494","2016-12-04"
"190","2","187","1","1877","2019-09-10"
"191","15","486","5","2934","2021-02-16"
"192","9","197","5","2711","2018-07-07"
"193","3","160","3","2195","2020-12-04"
"194","2","338","1","3483","2017-09-20"
"195","2","28","4","930","2016-03-12"
"196","13","312","4","608","2016-11-21"
"197","14","432","1","3436","2021-08-05"
"198","5","413","3","2293","2019-01-01"
"199","6","349","3","382","2015-11-05"
"200","12","454","6","725","2020-03-11"
"201","16","129","6","2507","2020-09-01"
"202","20","487","1","562","2021-11-05"
"203","18","401","2","1650","2018-11-14"
"204","16","201","6","2462","2021-02-27"
"205","24","421","5","836","2020-11-27"
"206","5","338","6","750","2017-11-22"
"207","23","475","2","2783","2016-08-19"
"208","4","302","1","809","2018-08-19"
"209","13","349","3","2400","2018-07-04"
"210","21","28","4","1267","2021-07-11"
"211","13","318","3","608","2016-05-01"
"212","11","289","3","1080","2015-12-05"
"213","24","116","4","2325","2017-03-14"
"214","11","214","1","1806","2016-11-17"
"215","19","131","4","2001","2017-09-09"
"216","5","206","3","926","2021-10-24"
"217","2","292","2","1637","2021-02-07"
"218","9","34","2","2731","2016-07-13"
"219","12","416","2","3537","2019-06-04"
"220","12","326","2","2579","2019-09-10"
"221","20","465","1","602","2018-08-05"
"222","18","308","6","1537","2020-08-23"
"223","15","166","4","851","2019-05-18"
"224","21","120","3","2132","2021-02-17"
"225","7","328","2","3078","2018-07-04"
"226","20","314","2","2875","2018-12-20"
"227","15","71","3","378","2019-05-06"
"228","19","231","1","1040","2020-11-07"
"229","10","164","4","1988","2016-12-30"
"230","12","148","3","1050","2019-05-15"
"231","5","429","1","881","2018-04-27"
"232","24","16","6","1340","2016-12-16"
"233","12","237","4","3367","2019-05-21"
"234","16","309","4","2392","2019-04-11"
"235","19","174","3","793","2020-09-25"
"236","23","219","5","3502","2019-10-02"
"237","5","379","3","796","2020-09-06"
"238","5","419","4","2873","2018-09-23"
"239","20","235","5","2841","2016-07-02"
"240","14","132","2","683","2021-10-04"
"241","25","121","6","1187","2016-07-01"
"242","3","226","4","1256","2018-10-22"
"243","9","148","2","3181","2017-02-20"
"244","12","119","4","3529","2020-05-16"
"245","22","400","2","2449","2016-01-25"
"246","22","41","3","2507","2016-06-01"
"247","3","250","1","2135","2019-01-19"
"248","11","139","2","751","2018-01-28"
"249","19","184","5","447","2016-08-03"
"250","20","25","6","1362","2017-07-15"
"251","4","358","5","1911","2016-08-31"
"252","11","81","1","1608","2016-10-31"
"253","18","264","2","1144","2021-05-14"
"254","24","134","1","962","2015-12-23"
"255","2","151","4","1842","2016-12-16"
"256","13","462","1","2946","2019-09-24"
"257","24","14","6","511","2020-04-18"
"258","5","220","3","1903","2019-11-18"
"259","8","29","6","820","2018-11-16"
"260","13","280","3","2996","2020-12-21"
"261","14","150","5","1687","2016-02-08"
"262","14","412","4","2389","2019-03-17"
"263","3","454","4","927","2018-11-15"
"264","8","226","6","2290","2017-08-06"
"265","3","191","4","2695","2017-09-21"
"266","8","378","6","1857","2017-10-15"
"267","10","20","4","2903","2021-07-31"
"268","12","396","5","3381","2020-12-08"
"269","3","361","1","324","2021-09-02"
"270","3","456","5","3093","2021-08-21"
"271","3","299","6","2200","2019-09-24"
"272","13","190","4","1209","2019-12-12"
"273","2","385","4","2605","2020-10-11"
"274","18","245","5","2948","2017-04-21"
"275","25","34","5","2211","2020-01-14"
"276","19","450","3","2860","2019-02-07"
"277","22","364","5","3542","2016-04-18"
"278","2","327","1","1741","2021-08-23"
"279","21","250","2","649","2020-06-13"
"280","7","146","3","680","2020-03-26"
"281","25","358","1","2501","2019-05-30"
"282","20","173","1","833","2017-05-11"
"283","2","38","5","2053","2020-07-24"
"284","5","36","6","1452","2016-11-05"
"285","10","34","4","2172","2019-01-14"
"286","22","392","4","3484","2017-10-12"
"287","16","23","1","3191","2019-09-02"
"288","19","18","1","2926","2017-06-17"
"289","14","213","2","346","2017-02-17"
"290","22","132","4","2348","2019-09-13"
"291","4","166","4","1361","2016-04-28"
"292","12","136","6","2053","2018-06-09"
"293","10","323","3","1951","2021-07-03"
"294","21","196","4","1374","2020-10-18"
"295","18","55","2","2901","2021-08-29"
"296","13","285","4","3274","2015-11-24"
"297","5","497","2","652","2021-06-11"
"298","9","390","4","2842","2020-12-12"
"299","11","492","1","1244","2017-04-16"
"300","12","355","3","368","2016-02-08"
"301","2","379","2","1783","2016-12-22"
"302","14","16","5","1278","2018-07-18"
"303","12","402","4","798","2020-05-22"
"304","16","156","2","1845","2021-11-27"
"305","5","282","3","2447","2016-03-13"
"306","3","388","4","2812","2016-05-14"
"307","3","108","3","3466","2021-03-01"
"308","9","62","2","1002","2016-07-31"
"309","16","101","3","659","2019-12-09"
"310","14","444","2","1085","2020-02-14"
"311","7","392","1","431","2016-11-10"
"312","14","67","6","913","2017-05-23"
